fixed acidity,volatile acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,alcohol,quality
6.4,0.35,1.6,31,113,14.2,7
6.6,0.31,1.4,28,107,13.2,6
7.4,0.25,2.6,24,132,11.2,6
7.3,0.36,14.8,46,173,10.2,5
6.7,0.31,2.4,30,83,12.8,7
8.6,0.31,0.9,16,109,10.1,5
8.6,0.31,0.9,16,109,10.1,5
8.6,0.22,1.2,38,95,10.3,5
6.9,0.14,9.9,30,91,9.9,6
6.5,0.22,3.9,17,106,11.5,5
6.6,0.32,15.6,27,173,9,5
6.6,0.32,15.6,27,173,9,5
6.1,0.28,1.5,25,101,12.1,6
6.2,0.3,1.6,28,106,13.3,6
6.9,0.22,7.8,43,116,11.5,8
8.7,0.31,5.6,28,67,11,4
7.3,0.27,1.3,26,84,10.7,6
7,0.46,16.7,50,184,9.4,5
5.7,0.23,7.95,16,108,10.3,6
6.5,0.36,6.7,51.5,151,9.3,5
8.2,0.18,1.1,41,92,12,6
6.2,0.27,6.3,47,159,11,6
6.9,0.4,8.9,36,148,9.3,5
4.9,0.345,1,32,143,10.1,5
7.2,0.23,1.5,26,106,11.1,6
6.4,0.2,6.6,26,113,9.9,6
6.1,0.27,6.2,47,161,11,6
6.2,0.27,6.3,47,159,11,6
6,0.3,2.1,31,127,12.5,6
6.1,0.3,2.2,41,142,12.7,7
5.7,0.14,5.4,26,105,9.3,5
6.9,0.4,8.9,36,148,9.3,5
4.9,0.345,1,32,143,10.1,5
6.3,0.33,17.9,36,161,8.8,5
7,0.16,2.6,34,90,11.2,6
8.4,0.22,1.3,45,122,10.8,7
6.3,0.33,17.9,36,161,8.8,5
7,0.16,2.6,34,90,11.2,6
5.4,0.24,2.3,22,145,10.3,5
7.7,0.31,4.3,15,87,12,5
5.6,0.185,7.1,36,110,9.5,6
5.6,0.185,7.1,36,110,9.5,6
6.6,0.43,11.9,54,159,9.8,6
7.6,0.39,11.7,55,170,9,5
7.2,0.58,5.8,40,118,13,7
6,0.34,3.8,13,116,11.8,7
7.5,0.35,12.4,61,176.5,8.8,5
7.3,0.38,6.5,18,102,11.2,4
5.4,0.185,7.1,36,110,9.5,6
6.3,0.27,7.6,35,200,9.4,4
6.5,0.29,7.9,35,192,9.5,6
6.4,0.17,2.8,33,125,10.4,6
6.7,0.18,10.6,42,143,9.8,7
6.4,0.17,2.8,33,125,10.4,6
6.8,0.37,1.5,16,98,10.3,6
6.3,0.27,7.6,35,200,9.4,4
6.5,0.29,7.9,35,192,9.5,6
6.1,0.24,1.7,61,134,11.9,7
7,0.32,7.6,35,124,12.8,7
6.9,0.27,7.5,18,117,13,6
6.5,0.29,1.7,41,192,10.4,7
6.5,0.29,1.7,41,193,10.4,6
6.1,0.22,12.1,54,135,10.7,5
6.3,0.22,4.5,81,157,10.7,7
6.1,0.24,1.7,61,134,11.9,7
5.6,0.23,8,31,101,10.4,6
7,0.32,7.6,35,124,12.8,7
6.8,0.11,8.6,45,104,9.9,6
6.8,0.11,8.6,45,104,9.9,6
7.3,0.23,14.6,73,223,9.4,6
6.1,0.2,1.6,46,129,11.4,6
6.8,0.11,8.6,45,104,9.9,6
7.3,0.23,14.6,73,223,9.4,6
6.9,0.2,1.1,36,104,9.2,5
6.7,0.19,3.7,26,76,10.5,7
6.7,0.28,8.9,32,111,11,7
6.7,0.28,8.9,32,111,11,7
8,0.37,4.7,3,127,12.1,5
6.7,0.28,8.9,32,111,11,7
6,0.26,3.1,37,144,12.8,7
6.4,0.24,5.8,25,120,10.5,6
6.4,0.24,5.8,25,120,10.5,6
6.4,0.24,5.8,25,120,10.5,6
6.4,0.25,1,21,122,9.5,5
6.1,0.25,15.8,25,94,9.2,6
6.8,0.14,1.5,40,117,11.1,6
6.5,0.38,5.2,33,112,12.3,7
6.8,0.14,1.5,40,117,11.1,6
5.4,0.15,2.5,10,51,12.6,6
6.4,0.25,1,21,122,9.5,5
6.1,0.25,15.8,25,94,9.2,6
6.8,0.22,5.9,40,152,10.8,6
7.2,0.21,3.1,39,122,11.3,6
6,0.26,3.1,37,144,12.8,7
6.4,0.24,5.8,25,120,10.5,6
6.5,0.46,11.5,56,171,9.8,6
6.5,0.18,18,56,183,8.5,6
6.2,0.32,4.8,6,97,9.3,5
7.2,0.4,8.5,45,151,9.2,5
5.9,0.23,1.6,32,115,11.4,6
6.4,0.18,18,56,183,8.5,6
6.2,0.32,4.8,6,97,9.3,5
6.4,0.37,5.9,6,91,8.4,4
7,0.23,1.1,35,100,9.2,5
7.2,0.4,8.5,45,151,9.2,5
7.6,0.19,13.1,52,151,10.4,6
6,0.28,4.1,50,147,11.6,6
6.2,0.32,2.9,37,94,12.4,6
7.6,0.19,13.1,52,151,10.4,6
6.4,0.26,1.1,22,176,9.3,5
5.9,0.25,1.5,37,81,12.2,6
6.1,0.28,7.75,33,139,11,6
6.9,0.19,1.15,30,105,11.4,5
6.4,0.29,1,15,120,9.5,5
6.8,0.27,17.8,16,116,9.2,5
7.5,0.26,5.7,23,125,11.1,6
6.8,0.27,17.8,16,116,9.2,5
6.4,0.2,7.4,53,172,11,6
7.3,0.33,1.4,40,177,9.9,5
7.3,0.34,1.4,43,176,9.9,5
6.4,0.29,1,15,120,9.5,5
6.1,1.1,4.4,8,109,12.4,4
6.3,0.24,1.6,48,185,9.4,5
6.2,0.24,7.9,45,149,9.3,5
7.4,0.16,15.5,25,135,8.7,7
7.4,0.16,15.5,25,135,8.7,7
7.4,0.16,15.5,25,135,8.7,7
7.4,0.16,15.5,25,135,8.7,7
7.2,0.17,17.55,33,154,9,7
6.9,0.19,13.5,49,118,10.7,6
6.9,0.19,13.5,49,118,10.7,6
6.8,0.16,1.3,32,98,11.3,6
7.4,0.16,15.5,25,135,8.7,7
6.8,0.3,11.6,22,97,11.7,6
6.2,0.24,7.9,45,149,9.3,5
7.4,0.16,15.5,25,135,8.7,7
7.2,0.17,17.55,33,154,9,7
6.8,0.3,11.6,22,97,11.7,6
6.5,0.43,13.15,25,131,10.7,5
6.6,0.17,1.9,38,110,11.4,6
6.9,0.19,13.5,49,118,10.7,6
6.8,0.16,1.3,32,98,11.3,6
6.4,0.41,6.1,20,70,10,5
6.4,0.41,6.1,20,70,10,5
7.4,0.36,1.9,27,119,11.2,6
6.1,0.17,1.9,44,130,9.7,5
5.5,0.28,1.6,23,85,12.5,5
6.6,0.5,11.3,32,110,12.9,8
7.1,0.44,8.4,60,160,11.8,6
6.9,0.38,8.3,22,166,10.6,5
7.1,0.44,8.4,60,160,11.8,6
6.2,0.24,12.2,54,133,10.7,6
6.1,0.28,8,41,162,9.9,5
7.6,0.26,1.3,23,76,12,6
7.5,0.16,12.7,70.5,163,10.4,7
6.5,0.36,1.3,11,107,8.5,5
6.6,0.35,10.5,15,82,9.9,4
5.7,0.25,12.5,52.5,120,9.4,6
7.4,0.37,9.6,33,134,10.4,5
5.7,0.25,1.5,21,108,11,6
5.8,0.23,1.5,21,110,11,6
5.4,0.265,7.8,27,91,10.4,6
5.7,0.25,10.8,58,116,9.8,6
5.7,0.25,12.5,52.5,106,9.4,6
5.9,0.23,8.6,37,142,10.6,6
6.2,0.3,1.2,32,185,10.1,5
6.5,0.33,14.5,20,96,11.5,8
7.4,0.26,3.7,14,73,11.4,6
7,0.2,1.1,30,93,9.2,6
6.5,0.21,1.1,33,101,9.7,6
7.3,0.25,3.8,16,79,11.3,6
6.8,0.27,4.6,36,127,9.6,6
6.7,0.24,10.2,44,179,8.9,6
6.4,0.14,7.9,21,82,10,6
6.4,0.5,2.4,19,112,9.2,6
6.6,0.41,10.7,20,103,9,6
6.4,0.25,4.9,29,98,12.8,7
6.6,0.41,10.7,20,103,9,6
8,0.25,1.1,13,136,9.5,5
6.4,0.14,7.9,21,82,10,6
6.6,0.21,5.6,30,140,11,5
6.4,0.5,2.4,19,112,9.2,6
6.3,0.29,14.2,24,99,10.6,6
6.9,0.37,9.5,54,166,10,5
6.9,0.37,9.5,54,166,10,5
5.7,0.31,4.1,22,86,11.7,7
6.9,0.45,4.7,17,80,12.5,7
6.9,0.3,1.4,36,122,11.1,7
5.3,0.23,0.9,46,141,9.7,5
6.8,0.3,20.3,45,150,12.3,6
6.7,0.28,3.5,43,105,12.2,6
5,0.255,2.7,46,153,11.3,6
7.6,0.4,1.2,23,193,11.6,5
5.5,0.21,1.2,18,75,11.3,6
6,0.2,2,30,95,11.1,6
6.1,0.17,1.1,32,92,11.2,6
7.5,0.21,1.5,35,107,11.3,6
7.3,0.26,1.2,29,94,12,6
6.2,0.35,18.1,33,158,8.8,6
6.2,0.35,18.1,33,158,8.8,6
6.5,0.43,3.6,19,143,12,8
6.5,0.4,3.5,22,147,12,7
7.4,0.28,12.1,48,122,9,5
6.3,0.23,17.45,42,151,9.3,6
6.2,0.34,12.1,33,171,8.7,6
6.6,0.44,3,13,75,12.8,6
6,0.13,1.6,23,72,11.5,7
6.3,0.17,5.7,44,147,10,5
6.3,0.18,5.6,45,147,10,5
6.7,0.31,6.8,51,215,10.3,5
6.6,0.33,15.6,62,227,10.4,5
6.3,0.34,6,18,68,13.4,7
6.8,0.29,1.8,18,130,11.2,6
7.4,0.31,8.6,47,206,9.1,5
7.4,0.31,8.6,47,206,9.1,5
5.7,0.25,11.5,24,120,10.8,6
6.8,0.27,7.8,26,89,12.5,6
5.9,0.26,2.4,27,132,11.3,5
5.9,0.65,5,20,128,12.8,6
7.4,0.31,8.6,47,206,9.1,5
6.6,0.23,1.5,8,72,12.7,6
6.8,0.18,5.4,53,143,11,7
6.8,0.28,11.9,51,149,10.4,6
6.8,0.28,11.9,51,149,10.4,6
5.9,0.27,9,43,136,10.7,6
6.1,0.25,10,56,131,10.9,6
6.8,0.28,11.9,51,149,10.4,6
6.8,0.26,11.9,54,160,10.4,6
7.1,0.13,15.5,56,115.5,9.7,7
6.8,0.18,5.4,53,143,11,7
6.2,0.2,15,8,120,9.6,6
5.8,0.24,1.4,40,76,13.9,7
7.6,0.48,9.4,6,194,9.4,5
7.4,0.26,3.7,29,193,12.5,6
6.2,0.2,15,8,120,9.6,6
6.1,0.3,1.4,50,187,9.5,5
6.2,0.32,6.5,61,186,9.6,5
6.1,0.3,1.4,50,187,9.5,5
6.3,0.34,6.3,63,186,9.6,5
7.4,0.16,13.7,33,168,8.7,7
7.4,0.16,13.7,33,168,8.7,7
7.4,0.16,13.7,33,168,8.7,7
7.4,0.16,13.7,33,168,8.7,7
7.4,0.16,13.7,33,168,8.7,7
7.4,0.16,13.7,33,168,8.7,7
7.2,0.26,1.5,12,120,10.4,5
7,0.31,1.6,13,119,10.7,5
6.6,0.22,1.4,23,83,12,7
5.8,0.23,3.5,35,158,12.1,7
6.3,0.17,1,39,118,13.1,8
6,0.19,1.4,30,104,12.4,6
6.7,0.21,1.5,45,123,12.6,7
7.4,0.16,13.7,33,168,8.7,7
6.6,0.22,1.6,31,101,12,5
6.8,0.34,5.2,14,169,11.6,6
7.1,0.34,1.4,36,99,9.3,5
6.3,0.24,11.9,65,179,9.3,6
6.9,0.35,2.4,25,157,11.1,7
6.8,0.24,3.2,68,161,10.2,6
6.4,0.25,1.7,35,113,10.6,6
5.8,0.19,4.2,49,133,11.3,7
6.9,0.24,15.4,81,198,9.4,5
6.5,0.31,13,31,123,9.3,6
6.6,0.25,5.6,15,68,11.1,6
7.5,0.38,9.7,15,170,9.9,6
6.2,0.3,2.5,29,82,11.8,7
6.4,0.33,4,24,81,12.6,7
6.9,0.24,15.4,81,198,9.4,5
7.6,0.27,1.2,23,72,10.5,5
5.9,0.24,2,40,108,12.3,6
5.3,0.33,1.2,25,119,11.3,6
6.4,0.21,5.1,21,105,9.6,5
7,0.22,1.4,14,63,12,6
7.8,0.27,1.2,36,140,11.2,5
6.7,0.2,6.5,28,100,10.2,6
8.1,0.27,1.3,26,100,12.4,6
6.7,0.2,6.5,28,100,10.2,6
7.1,0.45,2.7,24,87,13.4,8
5.8,0.22,1.3,25,68,12.6,6
6.3,0.3,7.4,34,149,9.8,5
7.9,0.36,12.9,63,139,9.1,5
8.1,0.27,1.3,26,100,12.4,6
8,0.24,1.2,28,101,12.5,6
6.7,0.41,2.6,25,85,11.7,6
6.7,0.24,2.3,37,113,12.9,6
6.2,0.3,1.3,27,183,10.1,5
6.9,0.26,10.5,33,139,10.3,6
6.7,0.41,2.6,25,85,11.7,6
5.9,0.32,14.4,29,144,10.3,6
6.1,0.25,1.2,42,107,10.8,7
5.6,0.23,3.1,19,89,11.2,6
6.6,0.23,1.7,26,102,11.8,6
6,0.17,6,26,134,9.8,6
7.1,0.38,11.8,32,193,10,6
6.6,0.31,6.2,13,164,8.8,4
6.5,0.38,1.4,5,69,10.1,4
7,0.44,12.1,68,210,9.5,5
7,0.44,12.1,68,210,9.5,5
7,0.44,12.1,68,210,9.5,5
6.1,0.38,3.9,27,113,9.2,4
8,0.33,4.6,31,180,12.2,6
7,0.44,12.1,68,210,9.5,5
6,0.19,1.2,29,92,11.3,6
6.3,0.28,8.1,44,129,12.1,6
6.1,0.38,3.9,27,113,9.2,4
5.3,0.43,1.1,6,51,11.2,4
5.4,0.22,6.5,26,87,12.5,7
6.2,0.345,10.1,38,187,10.6,5
5.6,0.255,10.7,66,171,10.4,7
5.2,0.2,3.2,16,93,10.1,7
6.2,0.29,12.4,33,201,9.9,6
6.3,0.26,5.2,11,133,11,6
6,0.22,5,10,122,10,6
7.5,0.35,2.5,29,89,12.7,6
6.6,0.39,9.2,10,92,12.1,6
6.3,0.23,6.9,23,118,10.4,6
6.3,0.22,2,23,120,10.4,6
6.4,0.29,15,21,116,9.2,5
6.4,0.29,15,21,116,9.2,5
7.5,0.23,1.2,27,80,10.5,5
6.4,0.29,15,21,116,9.2,5
5.7,0.28,1.8,38,90,11.9,7
6.5,0.26,10.8,47,130,10.1,6
6.4,0.27,3.9,62,140,11.1,6
5.9,0.22,4.2,69,144,10.8,7
6.8,0.26,2,23.5,72,11.8,6
7.6,0.36,13.5,44,116,9.2,5
7.6,0.35,13.3,42,116,9.2,5
5.7,0.18,2.2,21,95,12.3,6
6.6,0.36,1.4,26,124,10.1,6
5.9,0.14,1.6,26,114,11.4,6
5.5,0.23,2.2,39,161,10.4,6
6.7,0.11,14.8,44,95,9.8,6
7,0.24,1.8,29,91,9.9,6
6.7,0.11,14.8,44,95,9.8,6
5.3,0.47,1.3,11,74,11.2,4
7.5,0.29,9.9,25,115,10.9,5
6,0.33,5.1,16,119,9.2,5
6,0.33,5.1,16,119,9.2,5
5.8,0.32,1.5,39,121,12,5
5.8,0.3,1.5,37,121,12.1,6
3.8,0.31,11.1,20,114,12.4,6
6.2,0.36,5.25,44,145,11.2,6
6,0.31,2.3,19,120,12.7,7
6.9,0.52,7.9,23,169,12.2,6
7,0.55,8,19,164,12.2,6
5.8,0.2,1.4,44,99,12.2,6
6.2,0.36,5.25,44,145,11.2,6
6,0.31,2.3,19,120,12.7,7
6,0.29,2.3,20,117,12.7,7
5.7,0.22,3.5,27,146,12.1,6
7.1,0.46,13.7,44,192,9.4,5
6.6,0.21,9.9,64,174,10.1,6
6.9,0.42,15.4,57,201,9.4,5
5.7,0.22,16,41,113,8.9,6
5.7,0.22,16,41,113,8.9,6
5.7,0.22,16,41,113,8.9,6
5.7,0.22,16,41,113,8.9,6
5.2,0.31,2.4,27,117,13,7
7.2,0.22,5.5,37,183,10.3,5
5.6,0.18,2.3,5,47,10.1,4
6.2,0.24,16.8,48,129,10.5,6
5.7,0.22,16,41,113,8.9,6
5.7,0.26,17.8,23,124,10.1,5
5.7,0.26,17.8,23,124,10.1,5
6,0.2,6.8,22,93,11,6
6,0.2,6.8,22,93,11,6
6,0.2,6.8,22,93,11,6
6,0.2,6.8,22,93,11,6
7.6,0.28,1.6,28,117,10,5
7,0.2,4.7,25,76,10.5,6
6.6,0.26,11.8,28,112,9.7,6
5.7,0.26,17.8,23,124,10.1,5
7.2,0.21,15.7,68,183,9.4,5
6.9,0.22,5.8,20,119,11.2,6
7.2,0.21,15.7,68,183,9.4,5
7.4,0.22,9,22,121,10.8,5
7.2,0.21,15.7,68,183,9.4,5
6.9,0.22,5.8,20,119,11.2,6
7,0.2,8.8,31,103,11,6
5.6,0.26,10.2,13,111,12.4,6
6.3,0.28,6.6,60,154,9.4,6
6.4,0.29,6.5,62,156,9.4,5
7.2,0.34,8.9,22,155,9.5,5
7.1,0.39,11.1,25,204,10,6
6.9,0.26,4.2,33,114,12.5,6
6.1,0.24,1.6,24,115,10.9,6
5.9,0.25,7.4,21,113,10.5,6
6.1,0.24,11.5,51,133,10.8,6
6.5,0.22,1.6,36,116,11,7
6.2,0.26,2,16,87,11.8,6
6.6,0.34,4.8,16,121,12.6,6
5.6,0.225,9.8,59,140,10.2,6
7.1,0.23,1.9,33,103,12,5
6.9,0.26,4.2,33,114,12.5,6
6.4,0.27,1.6,19,86,11.5,6
6.3,0.41,7.3,23,117,11.94,7
6.7,0.41,5.4,33,115,12.89333333,7
7.2,0.585,10.4,17,94,9.4,5
6.7,0.34,1.9,58,138,12.2,7
6.3,0.41,7.3,23,117,11.94,7
6.7,0.41,5.4,33,115,12.89333333,7
6.4,0.26,7.7,45,191,9.5,5
6.3,0.28,11.5,27,150,10.6,6
7.4,0.16,1.2,47,121,10.5,7
8.4,0.27,2.2,36,129,11.46666667,6
5.9,0.2,1,45,100,11.4,6
6.4,0.24,8.2,47,182,9.5,5
7.4,0.38,8.3,44,168,9.2,5
6.4,0.24,8.2,47,182,9.5,5
6.4,0.42,9.3,28,145,10.98,5
6.4,0.23,8.1,47,181,9.4,5
6.4,0.24,8.2,47,182,9.5,5
7.4,0.38,8.3,44,168,9.2,5
7.3,0.19,13.9,45,155,8.8,8
7.3,0.19,13.9,45,155,8.8,8
7.3,0.19,13.9,45,155,8.8,8
7.3,0.19,13.9,45,155,8.8,8
7.3,0.19,13.9,45,155,8.8,8
7.3,0.19,13.9,45,155,8.8,8
7.3,0.19,13.9,45,155,8.8,8
6.8,0.24,2,15,96,10.4,8
7.3,0.19,13.9,45,155,8.8,8
7.4,0.27,15.7,36,139,10.03333333,6
5.7,0.28,1.2,39,141,11.3,6
5.8,0.22,1.5,21,109,10.4,6
6.7,0.27,1.2,36,106,9.2,6
7.1,0.2,3.2,21,107,11.1,6
6.7,0.27,1.2,36,106,9.2,6
7.1,0.23,2.6,62,148,11.3,7
7.6,0.31,13.2,61,148,9.1,6
7.2,0.34,10.4,43,187,9.4,5
7,0.36,5.7,14,73,13.2,6
6.4,0.31,2.5,34,137,12.7,6
7.3,0.28,1.6,31,148,10.7,5
7.4,0.16,1.4,34,166,11.43333333,6
6.4,0.31,7.4,48,169,11.1,6
6.4,0.31,2.5,34,137,12.7,6
6.2,0.29,5.6,35,178,10.53333333,5
5.9,0.28,3.6,50,194,11.6,6
6.5,0.23,7.5,44,179,9.533333333,5
7.2,0.34,5.8,52,203,9.8,6
7.3,0.28,1.6,31,148,10.7,5
6.5,0.2,1.5,36,110,12,6
6.2,0.24,2.9,30,123,12.8,6
7.1,0.31,11.2,32,136,9.5,5
6.4,0.29,9.65,36,119,10.93333333,6
6.3,0.19,10.1,63,133,9.1,5
5.9,0.29,3.2,16,117,12.6,6
7.1,0.31,11.2,32,136,9.5,5
6.5,0.3,11.45,29,109,10.9,6
6.4,0.29,9.65,36,119,10.93333333,6
6.5,0.22,4.5,16,115,9.6,5
7,0.23,2.7,16,92,9.3,5
7.1,0.23,3.5,23,112,11.36666667,6
6.1,0.26,1.7,24,98,12.5,6
6.4,0.35,2.1,46,171,9.5,5
6,0.32,4.8,40,186,11,6
6.1,0.34,5,17,133,9.4,5
6.5,0.13,2.6,32,76,11.33333333,6
6.5,0.315,6.6,9,126,8.8,5
6.1,0.34,5,17,133,9.4,5
5.7,0.31,7.3,33,143,11.06666667,6
6.4,0.3,5,27,151,12.2,6
7,0.24,1.7,31,110,11,6
6.5,0.13,2.6,32,76,11.33333333,6
6.4,0.26,8.2,51,182,9.5,5
6.4,0.26,8.2,51,182,9.5,5
6,0.27,5,54,170,11,6
7.1,0.21,1.2,34,97,11.2,6
6.7,0.26,7.1,28,100,9.3,6
6.3,0.28,9.5,30,111,10.8,4
6.2,0.25,15.8,39,167,9.2,5
7.3,0.22,15.5,70,203,9.4,5
6.2,0.25,15.8,39,167,9.2,5
6.4,0.18,17.05,53,139,10.5,6
6.3,0.2,12.7,60,143,10.8,6
6.6,0.24,12.3,35,146,9.4,5
7.4,0.27,11.8,55,173,9.8,5
7.4,0.27,11.8,55,173,9.8,5
7.4,0.27,11.8,55,173,9.8,5
6.6,0.24,12.3,35,146,9.4,5
7.4,0.27,11.8,55,173,9.8,5
7.1,0.38,13.6,30,137,12.1,6
6.8,0.43,5.2,40,176,12.3,6
5.2,0.22,6.2,41,187,9.733333333,5
5.9,0.29,7.9,48,197,9.4,5
5.9,0.29,7.9,48,197,9.4,5
6.3,0.29,3.3,32,140,12.8,7
6.3,0.19,2.8,18,80,11.05,6
5.7,0.29,7.9,48,197,9.4,5
6.3,0.29,3.3,32,140,12.8,7
5.7,0.24,6.3,35,182,9.733333333,5
5.8,0.3,4.9,22,86,13.1,7
7.1,0.27,10.4,26,114,11.5,7
5.8,0.3,4.9,22,86,13.1,7
7.1,0.27,10.4,26,114,11.5,7
6.3,0.305,16,26,141,9.1,5
5.7,0.24,6.3,35,182,9.75,5
6.2,0.22,2.2,24,125,10.5,6
6.6,0.22,17.3,37,118,8.8,6
6.6,0.22,17.3,37,118,8.8,6
6.6,0.22,17.3,37,118,8.8,6
6.6,0.22,17.3,37,118,8.8,6
6.2,0.22,2.2,24,125,10.5,6
6.2,0.22,2.2,24,125,10.5,6
6.6,0.22,17.3,37,118,8.8,6
6.1,0.22,6.6,30,122,9.9,6
6.2,0.21,6.5,28,123,9.9,6
6.3,0.32,12.3,24,205,9.9,5
6.9,0.44,5,33,166,12.2,6
6.1,0.31,2.8,59.5,162,10.8,6
8.1,0.36,13.6,60,134,8.7,5
6.6,0.38,2.8,17,67,13.2,6
6.7,0.24,5.4,15,94,12.7,6
6.9,0.56,10.9,55,193,9.4,5
7.2,0.24,1.7,18,161,11.2,6
6.5,0.29,9.15,25,166,11.33333333,6
6.7,0.28,4.5,14,92,11.9,6
6.5,0.29,9.15,25,166,11.35,6
6.1,0.21,1.4,51,131,10.5,5
7.2,0.47,5.9,14,125,9.8,5
6.7,0.34,16.4,20,146,9.1,5
6.6,0.27,1.2,36,111,12.4,6
6.7,0.34,16.4,20,146,9.1,5
7.2,0.47,5.9,14,125,9.8,5
5,0.35,7.8,24,116,11.3,6
5,0.35,7.8,24,116,11.3,6
4.4,0.46,2.8,31,111,13.1,6
6.6,0.38,2.9,15,101,12.5,6
7.3,0.3,2.5,32,122,10.3,5
6.4,0.28,12.8,51,150,10.7,6
6.9,0.29,12.2,29,136,10.4,6
6.3,0.3,7.7,47,184,9.5,5
6.3,0.39,2.8,53,173,9.8,5
6.6,0.38,2.9,15,101,12.5,6
6.6,0.18,17.3,17,149,9.4,6
6,0.28,19.3,36,174,9,5
6,0.28,19.3,36,174,9,5
6,0.28,19.3,36,174,9,5
6.6,0.35,2.7,19,129,13,7
5.9,0.22,6.4,28,120,9.9,5
6.6,0.18,17.3,17,149,9.4,6
7.7,0.28,2.4,29,157,10.6,6
7.1,0.42,2.8,28,109,13.4,6
6.7,0.32,1.7,31,114,12.5,6
6.6,0.26,15.4,32,141,9.3,5
6.6,0.26,15.4,32,141,9.3,5
6.2,0.32,4.1,34,149,11,5
6.3,0.25,6.6,40,158,10.3,5
6.2,0.21,1.2,31,95,11.3,6
6.4,0.23,2.1,35,100,10.9,6
4.7,0.145,1,35,90,11.3,6
6.2,0.2,1.1,24,78,12.1,6
7,0.28,1.4,12,83,11.1,5
7.1,0.36,1.6,24,140,9.8,5
5.7,0.25,9.8,50,125,10.1,6
5.7,0.22,1.9,37,110,12.4,6
6,0.2,1.3,37,104,12.7,6
6.4,0.32,7.9,53,180,9.6,5
6.4,0.32,7.9,53,180,9.6,5
6,0.555,4.5,17,126,9.1,5
5.9,0.22,22.6,55,122,12.8,5
6.4,0.32,7.9,53,180,9.6,5
6.2,0.3,3.5,37,155,12.4,6
5.8,0.28,1.2,7,108,9.55,4
5.8,0.555,4.5,17,126,9.1,5
6.7,0.31,2,12,74,12.5,6
6.4,0.15,7.8,13,68,9.9,6
6.4,0.13,0.9,32,87,11.2,6
6.7,0.48,2.9,28,122,13,6
6.7,0.48,2.9,28,122,13,6
5.8,0.3,3.5,25,116,11.7,6
6.1,0.28,4.2,13,95,13.1,6
6,0.19,9.7,17,50,12,6
6.8,0.31,10.5,30,165,10.55,6
7.5,0.24,1.1,34,84,11.45,6
6.8,0.23,16.1,71,194,10.2,6
7.5,0.24,1.1,34,84,11.45,6
6.3,0.29,8.1,60,150,9.3,5
6.8,0.2,6.2,22,106,10.8,5
5.2,0.38,7.7,20,103,12.2,6
7.8,0.27,2.4,36,175,11,6
6.6,0.54,16.3,41,182,10.4,6
7.1,0.25,2.3,32,156,11.4,6
5.8,0.61,8.4,31,104,14.05,7
6.5,0.32,8.5,20,138,10.7,5
6.4,0.28,6,50,162,10.2,5
6.6,0.19,1.1,38,100,11.2,6
5.1,0.305,1.75,17,73,12.33333333,5
5.8,0.26,2.6,75,129,11.5,4
6.7,0.23,1.3,14,100,9.5,5
6.8,0.33,2.1,35,147,13.4,6
6.1,0.27,1.1,24,110,12.5,6
6.1,0.27,1.1,24,110,12.5,6
6.8,0.4,2.8,27,97,11.2,6
6.1,0.4,9,28.5,259,8.8,5
7.1,0.28,2.8,50,118,11.2,6
6.2,0.32,2.2,15,70,12.7,6
6.8,0.17,5.1,26,82,9.8,6
9,0.2,3.5,10,40,9.8,6
5.8,0.13,12.7,24,183,11.7,6
5.8,0.31,7.5,55,230,9.8,5
6.3,0.36,2,48,191,9.6,5
9,0.2,3.5,10,40,9.8,6
6.7,0.18,14.3,79,149,9.7,5
6.6,0.16,9.8,59.5,137,10,6
5.8,0.13,12.7,24,183,11.7,6
5.8,0.27,12.7,42,206,12.3,6
6.8,0.17,5.1,26,82,9.8,6
6.4,0.37,3.5,18,101,9,6
7.3,0.26,12.7,60.5,164.5,9.1,6
7.3,0.28,12.9,62,162.5,9.1,6
7.3,0.28,12.9,62,162.5,9.1,6
5.8,0.12,1.3,35,121,11.4,6
6.1,0.25,10.5,41,124,10.5,5
6.4,0.24,1.5,35,105,12.4,6
7.3,0.26,12.7,60.5,156,9.1,6
7.3,0.28,12.9,62,152,9.1,6
8.3,0.18,1.2,6,94,10.1,5
7.1,0.09,6.2,24,134,10.9,6
8.3,0.14,8.8,13,60,11.05,5
5.8,0.28,3.9,36,105,12.75,6
6,0.23,1.3,23,111,12.7,6
6.9,0.28,9.1,16,76,11.1,5
6.9,0.28,9.1,16,76,11.1,5
5.8,0.28,3.9,36,105,12.75,6
6.3,0.25,1.8,41,101,13,6
6.5,0.2,2.1,32,95,12,6
5.9,0.29,1.4,17,47,11.5,6
6.4,0.46,14.7,51,183,10.5,5
6.9,0.28,9.1,16,76,11.1,5
6.8,0.23,1.9,20,101,11.1,6
7,0.23,1.8,25,113,11.1,6
6.4,0.55,9.6,20,104,13.1,6
5.7,0.28,3.9,36,105,12.75,6
6,0.23,1.3,23,111,12.7,6
6.8,0.45,11.8,23,97,9.6,5
6.1,0.2,1.9,32,138,11.7,5
6.1,0.37,12,61,210,9.7,6
5.9,0.21,7.9,22,130,10.9,6
6.9,0.22,9.3,22,110,10.7,7
5.4,0.27,4.6,29,107,13.8,6
6,0.26,2.2,10,72,12.15,6
5.6,0.18,10.2,28,131,10.8,7
5.6,0.26,10.6,27,119,10.7,7
7,0.23,1.4,31,113,10.8,7
5.8,0.28,9.1,26,159,10.8,5
